sun_exposure,x+,x-,y+,y-,z+,z-
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0077600014531182815,0.006770734635925144,0.0,0.0,0.0012768694130171358,0.004102780025407429,0.0
1.0,0.9035066748847713,0.0,0.0,0.20409962645724683,0.4581649301555844,0.0
1.0,0.9230779426179433,0.0,0.0,0.25316501151063053,0.38952867792707296,0.0
1.0,0.9306452772836432,0.0,0.0,0.31027298760519145,0.3248537853162856,0.0
1.0,0.9259821668327252,0.0,0.0,0.37371471703478515,0.26607560029595356,0.0
1.0,0.909228079852518,0.0,0.0,0.44159182211066067,0.21495303026773982,0.0
1.0,0.8808842942349728,0.0,0.0,0.5118731907526957,0.1730159077982483,0.0
1.0,0.841798899105652,0.0,0.0,0.5824557543338739,0.14151921084031088,0.0
1.0,0.7931414187494813,0.0,0.0,0.6512274190952188,0.12140550738700338,0.0
1.0,0.7363678178216443,0.0,0.0,0.7161302679947621,0.11327674840696092,0.0
1.0,0.6731769349653021,0.0,0.0,0.7752221417507521,0.11737625317947771,0.0
1.0,0.6054596484589182,0.0,0.0,0.826734756329114,0.13358142615698831,0.0
1.0,0.5352422950091074,0.0,0.0,0.8691266177573751,0.16140742335719038,0.0
1.0,0.4646260347816703,0.0,0.0,0.9011291508211937,0.200021658636443,0.0
1.0,0.3957239770773899,0.0,0.0,0.9217846612571569,0.24826871582474278,0.0
1.0,0.33059794807974296,0.0,0.0,0.9304749954207009,0.30470492131697535,0.0
1.0,0.2711967928231215,0.0,0.0,0.9269400397686742,0.36764154263318005,0.0
1.0,0.2192980576313252,0.0,0.0,0.9112855065229296,0.4351953203329057,0.0
1.0,0.17645479813009773,0.0,0.0,0.8839797724766778,0.5053448212196479,0.0
1.0,0.14394910457072987,0.0,0.0,0.8458398654760426,0.5759909265679646,0.0
1.0,0.12275373520327162,0.0,0.0,0.7980070178530588,0.6450196453612125,0.0
1.0,0.1135030058220279,0.0,0.0,0.7419125182856399,0.710365372945222,0.0
1.0,0.11647380663258873,0.0,0.0,0.6792348838726981,0.7700727021652438,0.0
1.0,0.1315773145465214,0.0,0.0,0.6118496339510473,0.8223549373595945,0.0
1.0,0.15836164896515387,0.0,0.0,0.5417731685725111,0.8656475602382668,0.0
1.0,0.19602539164441862,0.0,0.0,0.4711024309796404,0.8986550477266871,0.0
1.0,0.24344156613764034,0.0,0.0,0.40195215958698516,0.9203896407841895,0.0
1.0,0.29919135932050145,0.0,0.0,0.3363916071160334,0.9302009040616579,0.0
1.0,0.36160667523736073,0.0,0.0,0.2763824157283986,0.9277952141456955,0.0
1.0,0.4288198088735158,0.0,0.0,0.22372054912319622,0.9132444133876998,0.0
1.0,0.4988195144579763,0.0,0.0,0.17998189381086868,0.8869838599524253,0.0
1.0,0.5695111518501031,0.0,0.0,0.146475328985352,0.8497993131435786,0.0
1.0,0.6387793653421543,0.0,0.0,0.12420355850621861,0.8028034228437301,0.0
1.0,0.7045513827714625,0.0,0.0,0.11383310454892355,0.7474024369051631,0.0
1.0,0.7648590407719775,0.0,0.0,0.11567436089677031,0.6852541227088768,0.0
1.0,0.8178976801109044,0.0,0.0,0.12967230282260614,0.6182181620131157,0.0
1.0,0.8620801487099442,0.0,0.0,0.15540813162106118,0.548300503441947,0.0
1.0,0.8960842963411316,0.0,0.0,0.19211180464435557,0.47759333777864876,0.0
1.0,0.9188925397345552,0.0,0.0,0.23868507595689106,0.4082124922168435,0.0
1.0,0.9298223141126163,0.0,0.0,0.29373435820290583,0.3422341169643103,0.0
1.0,0.9285464998729749,0.0,0.0,0.3556124223888957,0.28163255877830284,0.0
1.0,0.9151032131199878,0.0,0.0,0.4224676878126331,0.22822128050264012,0.0
1.0,0.8898946670159082,0.0,0.0,0.4922996272374792,0.18359859453792937,0.0
1.0,0.8536751379647143,0.0,0.0,0.5630186294111417,0.14909983413383032,0.0
1.0,0.8075283966669323,0.0,0.0,0.6325085276382639,0.12575739375632713,0.0
1.0,0.7528352793371861,0.0,0.0,0.6986899233281411,0.11426983431746063,0.0
1.0,0.6912323694239804,0.0,0.0,0.75958240964018,0.11498097780585277,0.0
1.0,0.6245630261841738,0.0,0.0,0.8133638332529118,0.12786961694009957,0.0
1.0,0.5548222254826027,0.0,0.0,0.8584248209032237,0.15255014782833762,0.0
1.0,0.48409686335692403,0.0,0.0,0.8934169390292436,0.18828410676085328,0.0
1.0,0.41450330866790774,0.0,0.0,0.9172930453636526,0.23400226596927082,0.0
1.0,0.34812407348267876,0.0,0.0,0.9293386249633155,0.2883366272195698,0.0
1.0,0.2869454962490049,0.0,0.0,0.9291931729349429,0.3496613559219353,0.0
1.0,0.23279830252209446,0.0,0.0,0.9168609839525306,0.41614143090133765,0.0
1.0,0.187302821907716,0.0,0.0,0.8927110256482804,0.48578755408472646,0.0
1.0,0.15182050056298185,0.0,0.0,0.8574658996093405,0.5565156770331019,0.0
1.0,0.1274131602175329,0.0,0.0,0.8121802202532451,0.6262093630852688,0.0
1.0,0.11481122287998764,0.0,0.0,0.7582090585143314,0.6927831190195161,0.0
1.0,0.1143918521133754,0.0,0.0,0.6971673945756047,0.7542448011193608,0.0
1.0,0.12616766502670584,0.0,0.0,0.6308817929292934,0.8087552282187229,0.0
1.0,0.14978635281722075,0.0,0.0,0.5613357457933762,0.854683217872259,0.0
1.0,0.18454122127436232,0.0,0.0,0.49061032038594665,0.8906543987477743,0.0
1.0,0.22939233588991023,0.0,0.0,0.4208218860942142,0.9155923385720359,0.0
1.0,0.2829976388871466,0.0,0.0,0.3540587849644793,0.9287507569066288,0.0
1.0,0.34375310708113865,0.0,0.0,0.2923188405675604,0.9297358588064066,0.0
1.0,0.40984087229607,0.0,0.0,0.2374493817255591,0.9185181160160277,0.0
1.0,0.47928330328224894,0.0,0.0,0.19109255834214256,0.8954330964405056,0.0
1.0,0.5500024409717316,0.0,0.0,0.1546355849273331,0.8611715431088025,0.0
1.0,0.6198821136963004,0.0,0.0,0.129169442394823,0.8167586448705647,0.0
1.0,0.6868312605437946,0.0,0.0,0.11545623044491272,0.7635233608275713,0.0
1.0,0.7488465036682753,0.0,0.0,0.11390636112486847,0.7030586545780574,0.0
1.0,0.8040720971327637,0.0,0.0,0.12456627608193574,0.6371738281964526,0.0
1.0,0.8508554583640299,0.0,0.0,0.14711705511330347,0.5678403822766789,0.0
1.0,0.8877966204791122,0.0,0.0,0.18088395770682852,0.4971330220940282,0.0
1.0,0.9137901256484665,0.0,0.0,0.22485661210791383,0.4271675751913521,0.0
1.0,0.9280581058482469,0.0,0.0,0.2777192478309189,0.36003767812292636,0.0
1.0,0.9301735610563022,0.0,0.0,0.33789006699185725,0.2977521269276272,0.0
1.0,0.9200731382723872,0.0,0.0,0.40356857636618104,0.24217476604920785,0.0
1.0,0.8980590289156647,0.0,0.0,0.47278946385452314,0.19496871446917532,0.0
1.0,0.86478992777075,0.0,0.0,0.5434814071989995,0.15754659803947887,0.0
1.0,0.8212613239736075,0.0,0.0,0.6135290551934436,0.13102827728104444,0.0
1.0,0.7687757137560237,0.0,0.0,0.6808363266897647,0.11620733562781208,0.0
1.0,0.7089036262495152,0.0,0.0,0.7433891332606781,0.11352733095561823,0.0
1.0,0.6434366285618842,0.0,0.0,0.7993156486168318,0.12306852108504632,0.0
1.0,0.5743337163556633,0.0,0.0,0.8469423212783698,0.14454546052938042,0.0
1.0,0.5036626940949748,0.0,0.0,0.8848439543708495,0.17731554045157227,0.0
1.0,0.433538299062765,0.0,0.0,0.9118863539422415,0.22039821633208623,0.0
1.0,0.3660589206969306,0.0,0.0,0.9272602695691236,0.27250434803152107,0.0
1.0,0.3032438088355278,0.0,0.0,0.9305056115824694,0.3320747743282423,0.0
1.0,0.24697264983957623,0.0,0.0,0.9215252201994607,0.3973269676770642,0.0
1.0,0.19892931871434977,0.0,0.0,0.900587774491353,0.4663083731393959,0.0
1.0,0.1605514903962292,0.0,0.0,0.8683197540930715,0.5369548354138413,0.0
1.0,0.13298761805104684,0.0,0.0,0.8256866941435232,0.6071523656346659,0.0
1.0,0.11706256578747526,0.0,0.0,0.7739642943339651,0.6748003996602732,0.0
1.0,0.11325292422166874,0.0,0.0,0.71470024654802,0.7378746549359737,0.0
1.0,0.12167274758621474,0.0,0.0,0.6496679233157944,0.7944877050208542,0.0
1.0,0.14207013922760295,0.0,0.0,0.5808133128650098,0.8429454591586251,0.0
1.0,0.17383478771345512,0.0,0.0,0.5101967886456952,0.8817978568038235,0.0
1.0,0.2160162280876364,0.0,0.0,0.4399314557840061,0.9098822601214441,0.0
1.0,0.2673522818735442,0.0,0.0,0.37211991935929245,0.9263582459804709,0.0
1.0,0.3263068248370777,0.0,0.0,0.30879136663052764,0.9307327563219597,0.0
1.0,0.39111586646427887,0.0,0.0,0.2518406488716689,0.9228748597370228,0.0
1.0,0.4598400480526251,0.0,0.0,0.20297218741344178,0.9030195852441643,0.0
1.0,0.530422903292881,0.0,0.0,0.16364834100268638,0.8717610390382409,0.0
1.0,0.6007523407891754,0.0,0.0,0.13504586398780966,0.8300345563639858,0.0
1.0,0.6687238451996407,0.0,0.0,0.11802069240549636,0.7790887144784909,0.0
1.0,0.7323034519827424,0.0,0.0,0.11308232997900723,0.720447972035024,0.0
1.0,0.7895886112877244,0.0,0.0,0.12037860054767975,0.6558670528481108,0.0
1.0,0.8388651196913931,0.0,0.0,0.13969122324125396,0.5872784390371044,0.0
1.0,0.8786584161454831,0.0,0.0,0.17044234285323792,0.5167345447391138,0.0
1.0,0.9077777071392867,0.0,0.0,0.21171182004477032,0.44634630076183107,0.0
1.0,0.9253516006552092,0.0,0.0,0.26226476403346993,0.37821998794873213,0.0
1.0,0.9308541825802948,0.0,0.0,0.3205884839250684,0.31439420943913005,0.0
1.0,0.9241207552315,0.0,0.0,0.38493775300057903,0.2567788878548241,0.0
1.0,0.9053527669989062,0.0,0.0,0.45338703151225107,0.20709811285754443,0.0
1.0,0.8751117855523959,0.0,0.0,0.5238880853114428,0.16683854930964445,0.0
1.0,0.834302694915155,0.0,0.0,0.5943312761620149,0.13720494988191487,0.0
1.0,0.7841466191709207,0.0,0.0,0.6626086897157734,0.11908410336565596,0.0
1.0,0.7261443829918905,0.0,0.0,0.7266772121300469,0.11301829752248506,0.0
1.0,0.6620316023513727,0.0,0.0,0.7846196678375178,0.11918909059807697,0.0
1.0,0.5937267492457857,0.0,0.0,0.8347021889893781,0.1374118771545224,0.0
1.0,0.5232737444996827,0.0,0.0,0.8754260998490209,0.1671414108708262,0.0
1.0,0.45278079647343344,0.0,0.0,0.9055727635409239,0.2074881190877127,0.0
1.0,0.38435731583602634,0.0,0.0,0.9242400491469424,0.2572447209426034,0.0
1.0,0.3200507941432479,0.0,0.0,0.9308693278885699,0.3149223526167057,0.0
1.0,0.26178553505107793,0.0,0.0,0.9252621905355575,0.37879511872487565,0.0
1.0,0.21130507156278075,0.0,0.0,0.9075863857584217,0.44695173673350325,0.0
1.0,0.17011999241435832,0.0,0.0,0.8783708016908532,0.5173527290373591,0.0
1.0,0.13946273884699287,0.0,0.0,0.8384896408361382,0.587891451314782,0.0
1.0,0.12025072444007738,0.0,0.0,0.7891362618283584,0.6564571309797065,0.0
1.0,0.11305888162557513,0.0,0.0,0.731787470767625,0.7209980293942719,0.0
1.0,0.11810245642626367,0.0,0.0,0.6681593306362363,0.7795828377975103,0.0
1.0,0.13523056629770594,0.0,0.0,0.6001558111174675,0.8304584697550673,0.0
1.0,0.1639307138829146,0.0,0.0,0.5298118153854958,0.8721025207610112,0.0
1.0,0.203344121647243,0.0,0.0,0.4592322887024163,0.9032688251992005,0.0
1.0,0.25229142855924913,0.0,0.0,0.39052923091100117,0.9230247474238442,0.0
1.0,0.3093079799105078,0.0,0.0,0.3257584976405134,0.9307790910662763,0.0
1.0,0.3726877592325296,0.0,0.0,0.2668580798413392,0.9262998072572906,0.0
1.0,0.4405341798063796,0.0,0.0,0.21559073367305331,0.9097208238378148,0.0
1.0,0.5108170360449016,0.0,0.0,0.1734905870083002,0.8815382173629484,0.0
1.0,0.5814332107855918,0.0,0.0,0.1418174557761028,0.8425952874056495,0.0
1.0,0.6502696078354466,0.0,0.0,0.12151914489712869,0.7940573232874065,0.0
1.0,0.7152663833778524,0.0,0.0,0.11320308559997717,0.7373767354984716,0.0
1.0,0.774478584100271,0.0,0.0,0.11711815788051302,0.6742495952063909,0.0
1.0,0.8261343475800073,0.0,0.0,0.13314724208389023,0.6065648823502271,0.0
1.0,0.8686879233348791,0.0,0.0,0.16081072253043752,0.5363479610027196,0.0
1.0,0.900865927928993,0.0,0.0,0.19928083837824334,0.46569997342467884,0.0
1.0,0.9217054499839494,0.0,0.0,0.24740645232320363,0.39673496636564104,0.0
1.0,0.9305828648249221,0.0,0.0,0.30374749599421813,0.33151663102732004,0.0
1.0,0.9272324964915584,0.0,0.0,0.366618061335377,0.27199654967055803,0.0
1.0,0.9117545686470894,0.0,0.0,0.43413684854333345,0.21995579676601118,0.0
1.0,0.884612206434501,0.0,0.0,0.5042834609884729,0.17695164221233675,0.0
1.0,0.8466175789652483,0.0,0.0,0.5749588625805334,0.14427095147663813,0.0
1.0,0.7989075970796861,0.0,0.0,0.6440481884787734,0.12289167711856872,0.0
1.0,0.7429098935652622,0.0,0.0,0.7094840296210274,0.11345359403817841,0.0
1.0,0.6803001038060608,0.0,0.0,0.7693082973626464,0.11623915418335241,0.0
1.0,0.6129517251638771,0.0,0.0,0.8217308169998856,0.13116503364246437,0.0
1.0,0.5428800554666694,0.0,0.0,0.8651828968316726,0.15778462509285252,0.0
1.0,0.47218188815952045,0.0,0.0,0.8983642697601009,0.19530140105007557,0.0
1.0,0.402972768654154,0.0,0.0,0.9202820027445955,0.24259274806749587,0.0
1.0,0.33732368939570034,0.0,0.0,0.9302802097733156,0.2982435587045864,0.0
1.0,0.2771991179657825,0.0,0.0,0.9280596792059467,0.360588576091614,0.0
1.0,0.2243982126561934,0.0,0.0,0.9136868281399197,0.42776222400553304,0.0
1.0,0.1805009845708364,0.0,0.0,0.8875917158263886,0.49775443137457237,0.0
1.0,0.14682101729913896,0.0,0.0,0.8505551755562074,0.5684707807500634,0.0
1.0,0.12436615898081341,0.0,0.0,0.8036854500527421,0.6377951808914155,0.0
1.0,0.11380836302130252,0.0,0.0,0.7483850295040256,0.7036531880758647,0.0
1.0,0.11546357995805792,0.0,0.0,0.6863086845425049,0.7640740813291864,0.0
1.0,0.1292823022117734,0.0,0.0,0.6193139499634811,0.8172498340581739,0.0
1.0,0.1548510446838674,0.0,0.0,0.5494055408788382,0.8615892174349234,0.0
1.0,0.19140471692071176,0.0,0.0,0.47867536457063636,0.8957654165580629,0.0
1.0,0.23784951664858622,0.0,0.0,0.4092399231063425,0.9187557345383575,0.0
1.0,0.29279565964377857,0.0,0.0,0.3431769798594072,0.929872196416906,0.0
1.0,0.3545989665608141,0.0,0.0,0.2824633851084948,0.9287821371393477,0.0
1.0,0.4214101915763883,0.0,0.0,0.228915729548047,0.9155181459500761,0.0
1.0,0.49123002585005265,0.0,0.0,0.18413657416645926,0.8904770544272645,0.0
1.0,0.5619692003566688,0.0,0.0,0.14946588604976982,0.85440816302663,0.0
1.0,0.6315109331943923,0.0,0.0,0.12594115228103026,0.8083907647429538,0.0
1.0,0.6977742712375284,0.0,0.0,0.11426633395721295,0.7538018496001481,0.0
1.0,0.7587763598363377,0.0,0.0,0.11479080045552165,0.6922749007923173,0.0
1.0,0.8126917772034609,0.0,0.0,0.12749887434599252,0.6256510154548405,0.0
1.0,0.8579071579638025,0.0,0.0,0.1520102998332975,0.5559238127170205,0.0
1.0,0.8930694713105968,0.0,0.0,0.18759162073529945,0.4851797775940298,0.0
1.0,0.917126509087585,0.0,0.0,0.2331781275498029,0.4155358258524828,0.0
1.0,0.9293583722242668,0.0,0.0,0.28740571689239414,0.34907595814376297,0.0
1.0,0.9293990133130653,0.0,0.0,0.3486517099709893,0.28778889895342824,0.0
1.0,0.9172471906738334,0.0,0.0,0.4150834086725444,0.2335085864478306,0.0
1.0,0.8932665060984591,0.0,0.0,0.48471293629643397,0.18785929399198573,0.0
1.0,0.8581745251254759,0.0,0.0,0.5554567219060418,0.15220702551829451,0.0
1.0,0.8130213053864868,0.0,0.0,0.625197848312546,0.12761863919099128,0.0
1.0,0.7591579755172929,0.0,0.0,0.6918493980110735,0.11482992255379862,0.0
1.0,0.6981963048523572,0.0,0.0,0.7534169015236076,0.11422357448820673,0.0
1.0,0.63196047371257,0.0,0.0,0.8080580194591152,0.12581775286232086,0.0
1.0,0.5624324874859999,0.0,0.0,0.8541376723757218,0.1492655305861458,0.0
1.0,0.491692867905411,0.0,0.0,0.8902769687456141,0.1838652763692662,0.0
1.0,0.4218583962531415,0.0,0.0,0.9153944669046635,0.22858164956883223,0.0
1.0,0.3550187714443403,0.0,0.0,0.928738536262328,0.2820765809019237,0.0
1.0,0.29317407841358406,0.0,0.0,0.9299098493889686,0.3427493119809419,0.0
1.0,0.23817493798570238,0.0,0.0,0.9188733319173927,0.40878429555543866,0.0
1.0,0.19166712917463372,0.0,0.0,0.8959592126562276,0.47820552312036074,0.0
1.0,0.15504234102519857,0.0,0.0,0.8618531424748088,0.5489356542179497,0.0
1.0,0.1293965276964394,0.0,0.0,0.8175756776227684,0.6188581780739191,0.0
1.0,0.11549711297003584,0.0,0.0,0.7644517414041349,0.6858807474677869,0.0
1.0,0.11376002556133123,0.0,0.0,0.7040709780121728,0.7479977896578421,0.0
1.0,0.12423725243765908,0.0,0.0,0.6382401848735698,0.8033505208130576,0.0
1.0,0.1466152826116239,0.0,0.0,0.5689292468934001,0.8502825681002089,0.0
1.0,0.18022448799389515,0.0,0.0,0.4982121904422385,0.8873895350097942,0.0
1.0,0.22405916061252074,0.0,0.0,0.4282051209651114,0.9135610267464015,0.0
1.0,0.2768076066271232,0.0,0.0,0.3610029013481777,0.9280138781346796,0.0
1.0,0.336891396628659,0.0,0.0,0.2986164658621514,0.930315589750069,0.0
1.0,0.4025127175973649,0.0,0.0,0.24291245078370174,0.920397269958166,0.0
1.0,0.47170786599184655,0.0,0.0,0.19555793722412318,0.8985556296926167,0.0
1.0,0.5424062557334327,0.0,0.0,0.15796994490697178,0.8654442340294102,0.0
1.0,0.6124923169859314,0.0,0.0,0.13127324469515647,0.8220538802658509,0.0
1.0,0.6798688015509313,0.0,0.0,0.11626670097784045,0.7696829503162431,0.0
1.0,0.742519540149859,0.0,0.0,0.1133993663189527,0.7098985589012938,0.0
1.0,0.7985697736417405,0.0,0.0,0.12275704373083152,0.6444896601357811,0.0
1.0,0.8463422528259926,0.0,0.0,0.14405971870131437,0.5754135157492162,0.0
1.0,0.8844074281009224,0.0,0.0,0.17666993783595594,0.5047371268159584,0.0
1.0,0.9116262271027356,0.0,0.0,0.21961188341136087,0.434575381580252,0.0
1.0,0.9271841402450997,0.0,0.0,0.2716005730723091,0.367027770227858,0.0
1.0,0.930615594179128,0.0,0.0,0.33108031092163775,0.30411556033856113,0.0
1.0,0.9218178838150088,0.0,0.0,0.3962712394139638,0.2477213129693841,0.0
1.0,0.9010542459931957,0.0,0.0,0.46522259905624774,0.19953254927912747,0.0
1.0,0.8689459828155283,0.0,0.0,0.5358711021936473,0.16099125340648707,0.0
1.0,0.8264538703220705,0.0,0.0,0.6061026741245081,0.13325072267289206,0.0
1.0,0.7748494088225483,0.0,0.0,0.6738157140231844,0.11714105632305517,0.0
1.0,0.715676775167904,0.0,0.0,0.7369839826687735,0.11314431552008715,0.0
1.0,0.6507066154813689,0.0,0.0,0.7937172351431425,0.1213800979127957,0.0
1.0,0.5818830610339141,0.0,0.0,0.842317784138395,0.14160195845052154,0.0
1.0,0.5112655527395056,0.0,0.0,0.8813313012833569,0.17320478356092345,0.0
1.0,0.4409672150929816,0.0,0.0,0.9095903363168584,0.21524289804058314,0.0
